user_id,cluster,cluster_name,perk
544640,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544647,3,Hotel Loyalists,🏨 Extended Stay Discounts
544680,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544683,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544685,1,Change-Prone Travelers,✅ Free Cancellation
544694,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544698,3,Hotel Loyalists,🏨 Extended Stay Discounts
544747,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544749,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544818,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544839,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544868,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544926,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545010,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545011,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545012,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545063,2,Window Shoppers,💰 First-Booking Discount
545070,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545089,4,Serial Cancellers,💰 Travel or Credit Offer
545109,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545115,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545132,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545208,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545209,1,Change-Prone Travelers,✅ Free Cancellation
545226,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545247,3,Hotel Loyalists,🏨 Extended Stay Discounts
545249,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545264,2,Window Shoppers,💰 First-Booking Discount
545272,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545281,2,Window Shoppers,💰 First-Booking Discount
545290,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545300,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545317,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545318,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545327,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545344,1,Change-Prone Travelers,✅ Free Cancellation
545345,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545360,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545375,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545399,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545404,1,Change-Prone Travelers,✅ Free Cancellation
545446,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545465,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545510,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545518,1,Change-Prone Travelers,✅ Free Cancellation
545551,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545577,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545629,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545633,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545634,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545652,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545684,1,Change-Prone Travelers,✅ Free Cancellation
545736,1,Change-Prone Travelers,✅ Free Cancellation
545745,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545748,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545754,2,Window Shoppers,💰 First-Booking Discount
545755,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545758,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545763,3,Hotel Loyalists,🏨 Extended Stay Discounts
545770,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545771,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545803,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545805,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545810,3,Hotel Loyalists,🏨 Extended Stay Discounts
545848,3,Hotel Loyalists,🏨 Extended Stay Discounts
545865,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545879,1,Change-Prone Travelers,✅ Free Cancellation
545936,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545939,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545958,2,Window Shoppers,💰 First-Booking Discount
545981,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546008,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546050,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546061,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546064,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546065,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546072,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546121,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546127,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546130,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546131,1,Change-Prone Travelers,✅ Free Cancellation
546161,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546164,1,Change-Prone Travelers,✅ Free Cancellation
546190,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546224,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546256,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546280,1,Change-Prone Travelers,✅ Free Cancellation
546282,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546307,1,Change-Prone Travelers,✅ Free Cancellation
546334,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546395,1,Change-Prone Travelers,✅ Free Cancellation
546399,2,Window Shoppers,💰 First-Booking Discount
546419,1,Change-Prone Travelers,✅ Free Cancellation
546437,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546462,3,Hotel Loyalists,🏨 Extended Stay Discounts
546470,2,Window Shoppers,💰 First-Booking Discount
546485,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546509,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546529,1,Change-Prone Travelers,✅ Free Cancellation
546587,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546612,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546648,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546664,3,Hotel Loyalists,🏨 Extended Stay Discounts
546671,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546679,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546688,1,Change-Prone Travelers,✅ Free Cancellation
546702,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546728,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546740,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546756,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546774,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546842,3,Hotel Loyalists,🏨 Extended Stay Discounts
546844,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546847,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546857,3,Hotel Loyalists,🏨 Extended Stay Discounts
546864,1,Change-Prone Travelers,✅ Free Cancellation
546867,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546881,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546882,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546884,3,Hotel Loyalists,🏨 Extended Stay Discounts
546888,1,Change-Prone Travelers,✅ Free Cancellation
546900,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546937,2,Window Shoppers,💰 First-Booking Discount
546964,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546972,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547006,4,Serial Cancellers,💰 Travel or Credit Offer
547007,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547037,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547070,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547100,1,Change-Prone Travelers,✅ Free Cancellation
547130,3,Hotel Loyalists,🏨 Extended Stay Discounts
547150,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547164,1,Change-Prone Travelers,✅ Free Cancellation
547175,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547180,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547181,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547201,3,Hotel Loyalists,🏨 Extended Stay Discounts
547266,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547301,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547320,3,Hotel Loyalists,🏨 Extended Stay Discounts
547325,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547336,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547342,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547412,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547453,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547458,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547459,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547483,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547512,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547555,1,Change-Prone Travelers,✅ Free Cancellation
547559,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547568,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547594,4,Serial Cancellers,💰 Travel or Credit Offer
547606,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547613,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547617,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547663,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547664,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547693,4,Serial Cancellers,💰 Travel or Credit Offer
547761,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547776,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547779,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547792,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547817,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547823,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547825,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547834,2,Window Shoppers,💰 First-Booking Discount
547836,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547857,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547862,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547878,3,Hotel Loyalists,🏨 Extended Stay Discounts
547911,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547938,2,Window Shoppers,💰 First-Booking Discount
547951,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
547966,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
547997,2,Window Shoppers,💰 First-Booking Discount
548006,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548022,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548032,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548037,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548040,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548093,3,Hotel Loyalists,🏨 Extended Stay Discounts
548109,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548113,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548120,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548123,2,Window Shoppers,💰 First-Booking Discount
548185,3,Hotel Loyalists,🏨 Extended Stay Discounts
548189,1,Change-Prone Travelers,✅ Free Cancellation
548190,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548193,1,Change-Prone Travelers,✅ Free Cancellation
548222,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548228,3,Hotel Loyalists,🏨 Extended Stay Discounts
548230,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548256,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548258,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548272,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548307,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548310,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548391,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548408,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548422,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548434,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548448,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548474,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548488,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548490,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548504,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548560,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548568,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548587,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548635,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548651,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548653,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548672,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548708,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548743,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548853,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548859,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
548872,3,Hotel Loyalists,🏨 Extended Stay Discounts
548961,1,Change-Prone Travelers,✅ Free Cancellation
548967,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548978,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548988,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
548990,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549058,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549115,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549116,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549121,1,Change-Prone Travelers,✅ Free Cancellation
549141,3,Hotel Loyalists,🏨 Extended Stay Discounts
549152,1,Change-Prone Travelers,✅ Free Cancellation
549154,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549190,3,Hotel Loyalists,🏨 Extended Stay Discounts
549202,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549235,3,Hotel Loyalists,🏨 Extended Stay Discounts
549251,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549274,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549281,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549290,3,Hotel Loyalists,🏨 Extended Stay Discounts
549292,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549293,2,Window Shoppers,💰 First-Booking Discount
549303,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549313,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549320,3,Hotel Loyalists,🏨 Extended Stay Discounts
549357,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549359,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549361,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549366,2,Window Shoppers,💰 First-Booking Discount
549367,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549377,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549389,3,Hotel Loyalists,🏨 Extended Stay Discounts
549390,3,Hotel Loyalists,🏨 Extended Stay Discounts
549450,4,Serial Cancellers,💰 Travel or Credit Offer
549466,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549472,2,Window Shoppers,💰 First-Booking Discount
549482,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549515,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549569,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549572,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549579,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549580,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549584,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549608,2,Window Shoppers,💰 First-Booking Discount
549611,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549623,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549631,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549710,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549714,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549733,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549746,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549759,2,Window Shoppers,💰 First-Booking Discount
549764,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549777,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549797,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549800,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
549850,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
549894,2,Window Shoppers,💰 First-Booking Discount
549938,1,Change-Prone Travelers,✅ Free Cancellation
549988,2,Window Shoppers,💰 First-Booking Discount
549992,2,Window Shoppers,💰 First-Booking Discount
550017,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550019,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550022,2,Window Shoppers,💰 First-Booking Discount
550028,2,Window Shoppers,💰 First-Booking Discount
550068,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550071,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550077,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550105,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550110,1,Change-Prone Travelers,✅ Free Cancellation
550134,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550193,3,Hotel Loyalists,🏨 Extended Stay Discounts
550200,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550202,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550221,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550222,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550229,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550233,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550298,3,Hotel Loyalists,🏨 Extended Stay Discounts
550300,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550317,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550400,1,Change-Prone Travelers,✅ Free Cancellation
550421,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550426,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550442,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550455,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550459,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550460,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550482,2,Window Shoppers,💰 First-Booking Discount
550506,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550514,3,Hotel Loyalists,🏨 Extended Stay Discounts
550572,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550579,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550599,2,Window Shoppers,💰 First-Booking Discount
550627,2,Window Shoppers,💰 First-Booking Discount
550703,3,Hotel Loyalists,🏨 Extended Stay Discounts
550711,3,Hotel Loyalists,🏨 Extended Stay Discounts
550752,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550754,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550796,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550804,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550805,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550830,4,Serial Cancellers,💰 Travel or Credit Offer
550868,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550871,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550887,3,Hotel Loyalists,🏨 Extended Stay Discounts
550904,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
550973,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
550985,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551023,1,Change-Prone Travelers,✅ Free Cancellation
551032,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551042,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551051,3,Hotel Loyalists,🏨 Extended Stay Discounts
551088,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551116,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551166,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551210,2,Window Shoppers,💰 First-Booking Discount
551211,2,Window Shoppers,💰 First-Booking Discount
551217,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551237,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551241,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551245,4,Serial Cancellers,💰 Travel or Credit Offer
551278,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551282,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551331,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551340,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551359,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551430,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551431,2,Window Shoppers,💰 First-Booking Discount
551448,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551468,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
551473,3,Hotel Loyalists,🏨 Extended Stay Discounts
551486,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
551488,3,Hotel Loyalists,🏨 Extended Stay Discounts
