user_id,age,married,has_children,total_sessions,total_clicks,avg_session_duration_sec,total_completed_trips,booking_conversion_rate,total_checked_bags,total_distance_km,money_spent_flight,money_spent_hotel,hotel_loyalty_score,avg_days_booking_to_trip,avg_trip_duration_days,trip_duration_type,flight_only_rate,hotel_only_rate,both_booked_rate,discount_usage_rate,cancellation_per_booking_rate,cluster,cluster_name,perk
544163,44,1,1,8,106,97,4,0.5,2,7919,6152.5,6666.0,0.25,8.0,5.0,medium,0.0,0.5,0.5,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544207,52,1,0,8,104,97,4,0.5,3,7075,2044.6,2041.0,0.25,7.0,4.0,medium,0.0,0.25,0.75,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544254,48,1,0,8,142,132,4,0.5,1,10740,16208.7,3222.0,0.333,10.0,4.0,medium,0.25,0.0,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544256,43,1,0,9,97,80,1,0.11,1,1749,2300.1,384.0,1.0,13.0,6.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544271,55,1,1,9,111,93,1,0.11,1,3130,1084.4,129.0,1.0,11.0,2.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544333,60,1,0,10,148,111,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
544364,30,0,0,9,85,70,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
544367,45,0,0,8,112,104,3,0.38,2,5222,3470.5,991.0,0.5,8.0,6.0,medium,0.33,0.0,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544391,42,1,1,8,178,166,3,0.38,1,2903,1066.6,3177.8,0.333,8.0,5.0,medium,0.0,0.33,0.67,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544406,44,1,0,9,320,956,3,0.44,2,6583,2161.7,2142.0,0.5,10.0,5.0,medium,0.25,0.0,0.75,0.25,0.25,1,Change-Prone Travelers,✅ Free Cancellation
544414,55,1,0,8,119,110,3,0.38,2,8624,5707.2,4641.0,0.333,7.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544425,33,1,1,8,90,84,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
544444,53,0,0,8,117,108,2,0.25,1,1749,853.6,1314.0,0.5,8.0,4.0,medium,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544447,41,1,0,8,97,92,2,0.25,1,1641,633.9,134.9,1.0,8.0,1.0,short,0.5,0.5,0.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544449,43,1,1,8,121,112,4,0.5,1,3453,2173.2,6426.8,0.333,9.0,6.0,medium,0.0,0.5,0.5,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544469,39,0,1,9,156,128,3,0.33,2,6451,3438.2,2702.0,0.5,8.0,3.0,short,0.33,0.0,0.67,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544472,16,0,0,8,76,71,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
544476,46,1,1,8,157,147,1,0.13,2,560,212.1,248.0,1.0,9.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544480,26,1,0,9,127,105,3,0.33,2,6045,1951.4,664.8,0.333,8.0,3.0,short,0.0,0.0,1.0,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544495,62,1,0,8,152,227,2,0.38,0,4114,5699.9,1564.0,0.5,6.0,4.0,medium,0.33,0.33,0.33,0.0,0.33,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544497,16,0,0,8,117,109,1,0.13,0,0,0.0,1328.0,1.0,8.0,4.0,medium,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
544507,20,0,0,8,90,85,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
544513,53,1,0,8,112,105,4,0.5,4,8181,2866.8,1174.3,0.333,7.0,3.0,short,0.25,0.0,0.75,0.75,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544536,35,0,0,8,62,59,1,0.13,0,0,0.0,882.0,1.0,6.0,6.0,medium,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
544549,39,0,0,8,179,168,4,0.5,4,7422,2693.9,3299.0,0.333,7.0,4.0,medium,0.0,0.0,1.0,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544595,35,0,0,8,118,111,4,0.5,1,11385,2781.0,2980.9,0.25,8.0,3.0,short,0.0,0.0,1.0,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544604,51,0,0,8,146,137,2,0.25,1,896,732.2,616.0,1.0,10.0,5.0,medium,0.5,0.0,0.5,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544627,43,0,1,8,88,82,4,0.5,3,5778,2017.5,1391.0,0.333,7.0,4.0,medium,0.25,0.0,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544640,44,0,0,8,180,167,5,0.63,4,8431,2901.3,4097.0,0.25,9.0,6.0,medium,0.2,0.0,0.8,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544647,24,0,0,8,74,70,1,0.13,0,0,0.0,602.0,1.0,2.0,7.0,medium,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
544680,42,0,0,8,172,160,4,0.5,2,9060,5494.2,5565.0,0.25,7.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544683,46,1,0,8,219,202,4,0.5,2,10895,2634.5,1964.0,0.25,7.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544685,35,0,1,8,330,1021,1,0.25,0,1536,2166.2,522.0,1.0,7.0,3.0,short,0.0,0.0,1.0,0.0,0.5,1,Change-Prone Travelers,✅ Free Cancellation
544694,51,1,0,8,93,87,2,0.25,1,4346,1473.4,1172.4,0.5,7.0,3.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544698,35,1,1,8,90,84,1,0.13,0,0,0.0,635.0,1.0,4.0,5.0,medium,0.0,1.0,0.0,1.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
544747,32,0,0,8,133,126,4,0.5,3,6357,2116.2,1941.2,0.25,7.0,6.0,medium,0.0,0.25,0.75,0.75,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
544749,42,0,0,8,114,106,1,0.13,0,2665,928.0,789.0,1.0,11.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544818,28,0,0,8,143,133,2,0.25,2,10147,3042.2,447.0,0.5,7.0,3.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544839,44,0,0,8,73,68,3,0.38,1,5945,1992.7,399.0,0.5,8.0,6.0,medium,0.33,0.0,0.67,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544868,48,0,0,8,139,131,2,0.25,0,5552,1980.9,168.0,1.0,10.0,3.0,short,0.5,0.0,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
544926,37,0,1,9,226,187,3,0.33,0,5029,1899.9,574.2,0.5,7.0,2.0,short,0.0,0.0,1.0,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545010,55,0,0,9,125,103,3,0.33,1,4011,4750.6,954.0,0.5,8.0,2.0,short,0.33,0.0,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545011,53,1,1,8,128,119,4,0.5,4,6472,4084.2,3676.6,0.333,8.0,5.0,medium,0.25,0.0,0.75,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545012,36,1,1,8,109,102,3,0.38,1,5792,10474.8,2722.0,0.333,9.0,7.0,medium,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545063,81,1,0,8,76,70,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
545070,33,0,1,9,164,134,3,0.33,0,3508,1086.2,3788.0,0.333,8.0,7.0,medium,0.0,0.67,0.33,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545089,16,0,0,8,168,557,0,0.13,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,1.0,0.0,1.0,4,Serial Cancellers,💰 Travel or Credit Offer
545109,31,0,0,8,95,90,2,0.25,0,3880,1412.0,1251.0,0.5,6.0,6.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545115,42,1,0,8,168,156,1,0.13,1,3521,1303.2,1143.0,1.0,9.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545132,25,1,1,8,82,77,1,0.13,0,1437,484.5,144.9,1.0,6.0,2.0,short,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545208,55,1,0,9,113,94,1,0.11,0,2096,770.7,512.0,1.0,7.0,-1.0,no_trip,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545209,36,0,0,8,345,1078,2,0.38,1,5569,1982.5,3502.0,0.5,13.0,5.0,medium,0.0,0.0,1.0,0.0,0.33,1,Change-Prone Travelers,✅ Free Cancellation
545226,54,1,0,8,84,79,3,0.38,1,3063,801.8,2175.0,0.333,6.0,9.0,long,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545247,18,0,1,8,136,126,1,0.13,0,0,0.0,4908.0,1.0,3.0,6.0,medium,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
545249,51,1,1,8,183,170,5,0.63,2,8386,2916.9,2833.7,0.333,8.0,4.0,medium,0.2,0.2,0.6,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545264,24,0,0,8,117,109,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
545272,52,1,0,8,87,81,1,0.13,1,2326,579.3,2698.0,1.0,9.0,6.0,medium,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545281,16,0,0,9,118,98,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
545290,43,0,1,8,174,162,4,0.5,1,12640,4257.0,1186.0,0.333,6.0,3.0,short,0.25,0.0,0.75,0.75,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545300,32,0,1,8,168,159,5,0.63,2,4412,2199.1,4871.8,0.2,8.0,5.0,medium,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545317,39,0,1,9,197,162,6,0.67,3,12242,4352.8,3400.8,0.2,9.0,4.0,medium,0.17,0.0,0.83,0.17,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545318,51,1,1,8,108,100,3,0.38,1,6094,1889.5,2933.0,0.333,7.0,5.0,medium,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545327,27,1,1,8,160,146,4,0.5,1,2353,1417.1,1418.0,0.25,8.0,4.0,medium,0.0,0.25,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545344,21,0,1,9,264,901,1,0.22,0,0,0.0,930.0,1.0,6.0,3.0,short,0.0,0.5,0.5,0.5,0.5,1,Change-Prone Travelers,✅ Free Cancellation
545345,32,0,0,8,113,106,1,0.13,1,3356,291.7,645.0,1.0,7.0,-1.0,no_trip,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545360,36,0,0,8,151,142,2,0.25,0,2417,846.2,672.0,1.0,4.0,4.0,medium,0.5,0.5,0.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545375,32,0,1,8,102,95,2,0.25,2,397,604.2,736.0,0.5,7.0,4.0,medium,0.0,0.5,0.5,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545399,51,0,0,9,169,141,1,0.11,1,1169,431.2,1584.0,1.0,9.0,8.0,long,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545404,49,0,0,10,382,744,5,0.6,2,9767,5498.8,1700.0,0.25,8.0,4.0,medium,0.17,0.0,0.83,0.33,0.17,1,Change-Prone Travelers,✅ Free Cancellation
545446,54,1,1,8,111,103,3,0.38,0,7972,4647.1,1910.0,0.5,10.0,10.0,long,0.33,0.33,0.33,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545465,47,1,1,8,91,85,1,0.13,2,3941,1422.8,315.0,1.0,7.0,4.0,medium,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545510,44,1,0,8,120,112,3,0.38,0,3436,3165.3,2134.8,0.5,10.0,7.0,medium,0.33,0.33,0.33,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545518,44,0,1,8,234,947,3,0.5,0,7766,5989.9,2401.0,0.5,11.0,4.0,medium,0.0,0.0,1.0,0.25,0.25,1,Change-Prone Travelers,✅ Free Cancellation
545551,46,0,1,8,106,99,4,0.5,2,7973,2753.3,4141.0,0.333,7.0,7.0,medium,0.0,0.0,1.0,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545577,38,0,0,8,148,138,5,0.63,2,7214,2620.7,2082.0,0.2,7.0,3.0,short,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545629,47,0,0,9,207,170,5,0.56,3,14202,3941.3,2326.0,0.5,8.0,3.0,short,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545633,35,0,0,8,185,172,3,0.38,1,6672,2200.0,928.5,0.333,8.0,5.0,medium,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545634,43,0,0,8,121,113,3,0.38,0,5712,2491.0,2343.0,0.333,10.0,6.0,medium,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545652,42,0,0,8,156,145,3,0.38,0,5098,1873.6,954.0,0.333,8.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545684,45,1,1,8,376,1064,1,0.25,1,1188,1911.3,356.0,1.0,5.0,3.0,short,0.0,0.0,1.0,0.0,0.5,1,Change-Prone Travelers,✅ Free Cancellation
545736,22,0,0,8,327,1019,2,0.38,0,541,191.3,1952.0,0.5,8.0,9.0,long,0.33,0.33,0.33,0.67,0.33,1,Change-Prone Travelers,✅ Free Cancellation
545745,38,1,0,8,86,79,2,0.25,1,6644,2346.0,145.0,1.0,8.0,3.0,short,0.5,0.0,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545748,49,1,1,8,153,143,2,0.25,2,5421,2020.0,1446.0,1.0,13.0,5.0,medium,0.5,0.0,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545754,20,0,1,8,106,99,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
545755,37,0,0,8,141,131,5,0.63,1,7759,2428.2,7610.2,0.25,7.0,11.0,long,0.2,0.2,0.6,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545758,29,1,0,8,109,103,2,0.25,1,5615,1802.0,1279.0,0.5,7.0,5.0,medium,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545763,73,1,0,8,171,293,1,0.25,0,0,0.0,1490.4,1.0,9.0,12.0,long,0.5,0.5,0.0,1.0,0.5,3,Hotel Loyalists,🏨 Extended Stay Discounts
545770,42,1,0,9,122,101,4,0.44,1,5697,1991.4,3754.0,0.333,8.0,6.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545771,53,0,0,8,129,120,2,0.25,0,2850,999.6,740.0,0.5,13.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545803,52,0,1,9,186,154,3,0.33,2,5524,1942.9,1500.0,0.333,8.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545805,48,1,1,8,109,100,4,0.5,2,7727,3727.1,7609.1,0.25,11.0,7.0,medium,0.0,0.25,0.75,0.75,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545810,21,0,1,8,98,91,1,0.13,0,0,0.0,1236.9,1.0,2.0,7.0,medium,0.0,1.0,0.0,1.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
545848,48,1,1,8,80,75,1,0.13,0,0,0.0,738.0,1.0,7.0,6.0,medium,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
545865,40,1,0,8,129,120,4,0.5,3,8145,2965.2,2093.6,0.333,7.0,4.0,medium,0.25,0.0,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545879,25,0,0,8,176,555,2,0.38,0,4754,1682.4,1064.0,0.5,6.0,3.0,short,0.0,0.0,1.0,0.0,0.33,1,Change-Prone Travelers,✅ Free Cancellation
545936,42,0,0,8,130,121,3,0.38,0,8080,2793.0,1987.2,0.333,5.0,5.0,medium,0.0,0.33,0.67,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
545939,43,0,0,9,123,103,4,0.44,2,7497,2732.9,1342.0,0.5,10.0,3.0,short,0.25,0.0,0.75,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
545958,56,0,0,9,153,126,1,0.11,0,2573,230.7,0.0,0.0,6.0,-1.0,no_trip,1.0,0.0,0.0,1.0,0.0,2,Window Shoppers,💰 First-Booking Discount
545981,35,0,0,8,235,217,5,0.63,1,2247,1437.5,4474.0,0.2,9.0,6.0,medium,0.0,0.4,0.6,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546008,30,0,0,8,184,170,4,0.5,1,5683,1959.4,4704.9,0.5,7.0,5.0,medium,0.0,0.0,1.0,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546050,51,1,0,9,103,84,2,0.22,1,6691,2425.7,488.0,0.5,6.0,2.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546061,46,0,1,8,129,120,4,0.5,0,12280,4050.7,974.8,0.5,7.0,4.0,medium,0.25,0.0,0.75,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546064,53,1,1,8,150,140,5,0.63,3,15948,5514.8,5052.0,0.25,9.0,6.0,medium,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546065,46,1,1,8,146,135,3,0.38,1,5021,1768.5,934.0,0.333,6.0,7.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546072,48,0,0,8,109,101,4,0.5,2,6157,3637.2,3132.0,0.25,11.0,5.0,medium,0.0,0.25,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546121,16,0,0,8,125,117,1,0.13,0,2937,911.7,353.0,1.0,6.0,1.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546127,54,1,0,9,117,96,4,0.44,1,8562,3126.1,1706.0,0.5,8.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546130,48,1,1,9,72,60,2,0.22,2,7226,2632.0,959.0,1.0,7.0,7.0,medium,0.5,0.0,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546131,55,0,0,8,440,1138,3,0.5,2,6420,13247.4,5078.5,0.333,13.0,7.0,medium,0.25,0.25,0.5,0.5,0.25,1,Change-Prone Travelers,✅ Free Cancellation
546161,55,0,0,8,150,140,3,0.38,0,7036,2376.9,3875.0,0.333,10.0,8.0,long,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546164,20,0,0,8,293,988,1,0.25,0,0,0.0,1960.0,1.0,8.0,7.0,medium,0.0,0.5,0.5,0.0,0.5,1,Change-Prone Travelers,✅ Free Cancellation
546190,48,1,1,9,162,135,3,0.33,2,6306,1621.4,3291.0,0.333,9.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546224,44,1,1,8,121,113,2,0.25,2,2811,963.4,465.0,1.0,10.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546256,51,1,1,8,138,127,5,0.63,0,6210,2058.8,9100.0,0.25,8.0,7.0,medium,0.0,0.4,0.6,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546280,41,0,0,9,414,977,2,0.33,1,6148,2443.5,784.4,0.5,10.0,2.0,short,0.0,0.0,1.0,0.67,0.33,1,Change-Prone Travelers,✅ Free Cancellation
546282,44,0,0,10,146,108,2,0.2,0,6046,2094.1,1100.0,0.5,8.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546307,54,0,0,9,347,922,4,0.56,2,5982,2123.0,3209.0,0.25,9.0,4.0,medium,0.2,0.2,0.6,0.2,0.2,1,Change-Prone Travelers,✅ Free Cancellation
546334,34,1,0,8,173,161,1,0.13,0,421,150.2,276.0,1.0,7.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546395,42,1,1,8,303,749,3,0.5,2,6886,1970.5,925.0,0.333,7.0,3.0,short,0.0,0.0,1.0,0.25,0.25,1,Change-Prone Travelers,✅ Free Cancellation
546399,34,0,0,8,92,85,1,0.13,0,1593,513.1,0.0,0.0,3.0,2.0,short,1.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
546419,53,0,1,8,427,1109,3,0.5,1,9497,3388.9,376.0,1.0,10.0,2.0,short,0.25,0.0,0.75,0.5,0.25,1,Change-Prone Travelers,✅ Free Cancellation
546437,49,0,0,8,198,185,5,0.63,2,7736,2780.0,3743.1,0.2,9.0,4.0,medium,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546462,72,0,0,8,73,68,2,0.25,0,0,0.0,2900.2,1.0,8.0,6.0,medium,0.0,1.0,0.0,1.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
546470,41,1,0,8,133,123,1,0.13,0,3477,1185.1,0.0,0.0,7.0,5.0,medium,1.0,0.0,0.0,1.0,0.0,2,Window Shoppers,💰 First-Booking Discount
546485,42,1,1,8,120,113,4,0.5,4,7791,2726.9,2081.0,0.25,10.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546509,47,0,0,8,118,110,3,0.38,1,5901,2005.7,1256.8,0.5,8.0,4.0,medium,0.0,0.0,1.0,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
546529,46,1,0,10,388,896,3,0.4,3,9657,7513.0,335.0,0.5,107.0,6.0,medium,0.25,0.0,0.75,0.25,0.25,1,Change-Prone Travelers,✅ Free Cancellation
546587,40,1,0,8,136,126,4,0.5,2,9990,7987.5,288.0,1.0,8.0,4.0,medium,0.75,0.0,0.25,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
546612,24,0,1,8,128,119,1,0.13,0,2404,909.6,1120.0,1.0,7.0,2.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
